SalesOrderNumber,EnglishProductName,Color,SalesAmount,Profit
SO63418,"Road-750 Black, 52",Black,539.99,196.34
SO63418,Water Bottle - 30 oz.,NA,4.99,3.12
SO63418,Road Bottle Cage,NA,8.99,5.63
SO63418,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63419,"Road-750 Black, 48",Black,539.99,196.34
SO63419,LL Road Tire,NA,21.49,13.45
SO63419,Road Tire Tube,NA,3.99,2.5
SO63420,"Road-750 Black, 52",Black,539.99,196.34
SO63421,"Touring-1000 Yellow, 60",Yellow,2384.07,902.13
SO63421,Water Bottle - 30 oz.,NA,4.99,3.12
SO63421,Road Bottle Cage,NA,8.99,5.63
SO63421,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63422,"Touring-1000 Yellow, 60",Yellow,2384.07,902.13
SO63423,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO63423,Road Bottle Cage,NA,8.99,5.63
SO63423,Water Bottle - 30 oz.,NA,4.99,3.12
SO63423,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63424,"Touring-3000 Yellow, 44",Yellow,742.35,280.91
SO63424,Road Bottle Cage,NA,8.99,5.63
SO63424,Water Bottle - 30 oz.,NA,4.99,3.12
SO63425,"Mountain-400-W Silver, 40",Silver,769.49,349.71
SO63425,Fender Set - Mountain,NA,21.98,13.76
SO63425,AWC Logo Cap,Multi,8.99,2.07
SO63425,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO63426,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63426,Patch Kit/8 Patches,NA,2.29,1.43
SO63426,Bike Wash - Dissolver,NA,7.95,4.98
SO63427,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63427,HL Mountain Tire,NA,35.0,21.91
SO63428,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO63428,Mountain Bottle Cage,NA,9.99,6.25
SO63428,Water Bottle - 30 oz.,NA,4.99,3.12
SO63428,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63429,Road Bottle Cage,NA,8.99,5.63
SO63429,Water Bottle - 30 oz.,NA,4.99,3.12
SO63430,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63431,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63431,"Half-Finger Gloves, M",Black,24.49,15.33
SO63431,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63432,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63432,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63432,"Half-Finger Gloves, L",Black,24.49,15.33
SO63433,ML Mountain Tire,NA,29.99,18.77
SO63434,Mountain Tire Tube,NA,4.99,3.12
SO63434,ML Mountain Tire,NA,29.99,18.77
SO63434,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63434,"Half-Finger Gloves, S",Black,24.49,15.33
SO63435,Fender Set - Mountain,NA,21.98,13.76
SO63435,Mountain Bottle Cage,NA,9.99,6.25
SO63435,Water Bottle - 30 oz.,NA,4.99,3.12
SO63436,Fender Set - Mountain,NA,21.98,13.76
SO63436,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63436,AWC Logo Cap,Multi,8.99,2.07
SO63436,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,12.42
SO63437,Water Bottle - 30 oz.,NA,4.99,3.12
SO63437,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63438,Touring Tire Tube,NA,4.99,3.12
SO63439,"Racing Socks, L",White,8.99,5.63
SO63439,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO63440,Water Bottle - 30 oz.,NA,4.99,3.12
SO63440,Road Bottle Cage,NA,8.99,5.63
SO63440,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63441,"Road-250 Black, 48",Black,2443.35,888.4
SO63441,HL Road Tire,NA,32.6,20.41
SO63441,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63442,Road Tire Tube,NA,3.99,2.5
SO63442,HL Road Tire,NA,32.6,20.41
SO63443,ML Mountain Tire,NA,29.99,18.77
SO63443,"Racing Socks, M",White,8.99,5.63
SO63444,HL Road Tire,NA,32.6,20.41
SO63444,Patch Kit/8 Patches,NA,2.29,1.43
SO63445,ML Mountain Tire,NA,29.99,18.77
SO63445,Mountain Tire Tube,NA,4.99,3.12
SO63445,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63446,"Women's Mountain Shorts, L",Black,69.99,43.81
SO63447,Water Bottle - 30 oz.,NA,4.99,3.12
SO63447,AWC Logo Cap,Multi,8.99,2.07
SO63448,"Women's Mountain Shorts, L",Black,69.99,43.81
SO63449,Water Bottle - 30 oz.,NA,4.99,3.12
SO63449,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63449,AWC Logo Cap,Multi,8.99,2.07
SO63450,"Women's Mountain Shorts, M",Black,69.99,43.81
SO63450,"Half-Finger Gloves, L",Black,24.49,15.33
SO63451,"Women's Mountain Shorts, L",Black,69.99,43.81
SO63452,Water Bottle - 30 oz.,NA,4.99,3.12
SO63452,AWC Logo Cap,Multi,8.99,2.07
SO63453,Mountain Tire Tube,NA,4.99,3.12
SO63453,Patch Kit/8 Patches,NA,2.29,1.43
SO63454,Mountain Tire Tube,NA,4.99,3.12
SO63455,Fender Set - Mountain,NA,21.98,13.76
SO63456,HL Mountain Tire,NA,35.0,21.91
SO63456,Mountain Tire Tube,NA,4.99,3.12
SO63456,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63457,HL Road Tire,NA,32.6,20.41
SO63457,Road Tire Tube,NA,3.99,2.5
SO63457,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO63458,Mountain Tire Tube,NA,4.99,3.12
SO63458,LL Mountain Tire,NA,24.99,15.64
SO63458,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63459,Mountain Bottle Cage,NA,9.99,6.25
SO63459,Water Bottle - 30 oz.,NA,4.99,3.12
SO63460,ML Mountain Tire,NA,29.99,18.77
SO63460,Patch Kit/8 Patches,NA,2.29,1.43
SO63460,Bike Wash - Dissolver,NA,7.95,4.98
SO63461,Water Bottle - 30 oz.,NA,4.99,3.12
SO63462,LL Road Tire,NA,21.49,13.45
SO63462,Road Tire Tube,NA,3.99,2.5
SO63462,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63462,AWC Logo Cap,Multi,8.99,2.07
SO63463,Touring Tire Tube,NA,4.99,3.12
SO63463,Touring Tire,NA,28.99,18.15
SO63464,Touring Tire,NA,28.99,18.15
SO63464,Touring Tire Tube,NA,4.99,3.12
SO63464,Patch Kit/8 Patches,NA,2.29,1.43
SO63465,Touring Tire,NA,28.99,18.15
SO63465,Touring Tire Tube,NA,4.99,3.12
SO63465,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO63465,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63466,HL Mountain Tire,NA,35.0,21.91
SO63466,Patch Kit/8 Patches,NA,2.29,1.43
SO63466,Bike Wash - Dissolver,NA,7.95,4.98
SO63467,Mountain Tire Tube,NA,4.99,3.12
SO63467,HL Mountain Tire,NA,35.0,21.91
SO63467,Water Bottle - 30 oz.,NA,4.99,3.12
SO63467,Mountain Bottle Cage,NA,9.99,6.25
SO63468,Road Bottle Cage,NA,8.99,5.63
SO63468,Water Bottle - 30 oz.,NA,4.99,3.12
SO63468,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63469,"Mountain-400-W Silver, 38",Silver,769.49,349.71
SO63469,Mountain Tire Tube,NA,4.99,3.12
SO63469,ML Mountain Tire,NA,29.99,18.77
SO63469,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63470,"Mountain-400-W Silver, 40",Silver,769.49,349.71
SO63470,"Women's Mountain Shorts, L",Black,69.99,43.81
SO63470,"Short-Sleeve Classic Jersey, L",Yellow,53.99,12.42
SO63470,AWC Logo Cap,Multi,8.99,2.07
SO63471,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63471,Patch Kit/8 Patches,NA,2.29,1.43
SO63472,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO63472,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63472,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63473,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO63473,Water Bottle - 30 oz.,NA,4.99,3.12
SO63473,Mountain Bottle Cage,NA,9.99,6.25
SO63473,AWC Logo Cap,Multi,8.99,2.07
SO63474,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63474,HL Mountain Tire,NA,35.0,21.91
SO63474,Mountain Tire Tube,NA,4.99,3.12
SO63474,Patch Kit/8 Patches,NA,2.29,1.43
SO63475,"Road-550-W Yellow, 48",Yellow,1120.49,407.41
SO63476,AWC Logo Cap,Multi,8.99,2.07
SO63476,"Road-750 Black, 52",Black,539.99,196.34
SO63477,"Road-750 Black, 48",Black,539.99,196.34
SO63477,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63477,"Long-Sleeve Logo Jersey, L",Multi,49.99,11.5
SO63478,"Road-750 Black, 48",Black,539.99,196.34
SO63478,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63478,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,12.42
SO63479,"Road-550-W Yellow, 38",Yellow,1120.49,407.41
SO63479,ML Road Tire,NA,24.99,15.64
SO63479,Road Tire Tube,NA,3.99,2.5
SO63479,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63480,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO63480,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63481,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO63481,Patch Kit/8 Patches,NA,2.29,1.43
SO63482,"Mountain-500 Black, 44",Black,539.99,245.41
SO63482,LL Mountain Tire,NA,24.99,15.64
SO63482,Patch Kit/8 Patches,NA,2.29,1.43
SO63483,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO63483,Mountain Bottle Cage,NA,9.99,6.25
SO63483,Water Bottle - 30 oz.,NA,4.99,3.12
SO63484,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63484,Fender Set - Mountain,NA,21.98,13.76
SO63484,Mountain Bottle Cage,NA,9.99,6.25
SO63484,Water Bottle - 30 oz.,NA,4.99,3.12
SO63484,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63485,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO63485,HL Mountain Tire,NA,35.0,21.91
SO63486,"Touring-3000 Blue, 50",Blue,742.35,280.91
SO63486,Touring Tire,NA,28.99,18.15
SO63487,"Touring-1000 Yellow, 54",Yellow,2384.07,902.13
SO63487,Water Bottle - 30 oz.,NA,4.99,3.12
SO63487,Road Bottle Cage,NA,8.99,5.63
SO63488,"Touring-2000 Blue, 54",Blue,1214.85,459.7
SO63488,"Half-Finger Gloves, S",Black,24.49,15.33
SO63488,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63489,"Road-750 Black, 52",Black,539.99,196.34
SO63489,Water Bottle - 30 oz.,NA,4.99,3.12
SO63489,Road Bottle Cage,NA,8.99,5.63
SO63489,"Classic Vest, S",Blue,63.5,39.75
SO63490,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO63490,Water Bottle - 30 oz.,NA,4.99,3.12
SO63490,AWC Logo Cap,Multi,8.99,2.07
SO63490,Road Bottle Cage,NA,8.99,5.63
SO63491,"Road-550-W Yellow, 44",Yellow,1120.49,407.41
SO63491,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63492,"Road-550-W Yellow, 48",Yellow,1120.49,407.41
SO63492,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63493,"Touring-1000 Blue, 46",Blue,2384.07,902.13
SO63493,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63494,"Touring-1000 Yellow, 50",Yellow,2384.07,902.13
SO63494,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63495,"Touring-1000 Yellow, 50",Yellow,2384.07,902.13
SO63495,Road Bottle Cage,NA,8.99,5.63
SO63495,Water Bottle - 30 oz.,NA,4.99,3.12
SO63495,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63495,AWC Logo Cap,Multi,8.99,2.07
SO63496,"Touring-1000 Yellow, 54",Yellow,2384.07,902.13
SO63497,Water Bottle - 30 oz.,NA,4.99,3.12
SO63497,Road Bottle Cage,NA,8.99,5.63
SO63497,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63498,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63498,"Half-Finger Gloves, M",Black,24.49,15.33
SO63499,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO63500,Patch Kit/8 Patches,NA,2.29,1.43
SO63501,Patch Kit/8 Patches,NA,2.29,1.43
SO63501,All-Purpose Bike Stand,NA,159.0,99.53
SO63502,HL Road Tire,NA,32.6,20.41
SO63503,"Road-350-W Yellow, 42",Yellow,1700.99,618.48
SO63503,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63504,"Road-250 Black, 48",Black,2443.35,888.4
SO63504,Water Bottle - 30 oz.,NA,4.99,3.12
SO63504,Road Bottle Cage,NA,8.99,5.63
SO63505,"Road-250 Black, 44",Black,2443.35,888.4
SO63505,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63505,AWC Logo Cap,Multi,8.99,2.07
SO63506,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO63506,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63507,AWC Logo Cap,Multi,8.99,2.07
SO63508,Hitch Rack - 4-Bike,NA,120.0,75.12
SO63509,ML Road Tire,NA,24.99,15.64
SO63509,Road Tire Tube,NA,3.99,2.5
SO63509,Patch Kit/8 Patches,NA,2.29,1.43
SO63509,Hitch Rack - 4-Bike,NA,120.0,75.12
SO63510,Touring Tire Tube,NA,4.99,3.12
SO63510,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63511,LL Road Tire,NA,21.49,13.45
SO63512,LL Mountain Tire,NA,24.99,15.64
SO63512,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63513,Touring Tire Tube,NA,4.99,3.12
SO63513,Touring Tire,NA,28.99,18.15
SO63513,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63514,HL Road Tire,NA,32.6,20.41
SO63514,Road Tire Tube,NA,3.99,2.5
SO63514,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO63515,LL Mountain Tire,NA,24.99,15.64
SO63515,Mountain Tire Tube,NA,4.99,3.12
SO63515,"Classic Vest, L",Blue,63.5,39.75
SO63516,Mountain Tire Tube,NA,4.99,3.12
SO63516,LL Mountain Tire,NA,24.99,15.64
SO63516,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63516,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63517,ML Mountain Tire,NA,29.99,18.77
SO63517,"Racing Socks, L",White,8.99,5.63
SO63518,HL Road Tire,NA,32.6,20.41
SO63518,Road Tire Tube,NA,3.99,2.5
SO63519,Mountain Bottle Cage,NA,9.99,6.25
SO63519,Water Bottle - 30 oz.,NA,4.99,3.12
SO63519,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63519,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63519,"Half-Finger Gloves, L",Black,24.49,15.33
SO63520,"Women's Mountain Shorts, M",Black,69.99,43.81
SO63521,Water Bottle - 30 oz.,NA,4.99,3.12
SO63521,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63522,Water Bottle - 30 oz.,NA,4.99,3.12
SO63523,"Women's Mountain Shorts, S",Black,69.99,43.81
SO63524,Water Bottle - 30 oz.,NA,4.99,3.12
SO63525,ML Road Tire,NA,24.99,15.64
SO63525,Road Tire Tube,NA,3.99,2.5
SO63525,Patch Kit/8 Patches,NA,2.29,1.43
SO63526,Mountain Tire Tube,NA,4.99,3.12
SO63526,LL Mountain Tire,NA,24.99,15.64
SO63527,Road Tire Tube,NA,3.99,2.5
SO63527,Patch Kit/8 Patches,NA,2.29,1.43
SO63528,Touring Tire Tube,NA,4.99,3.12
SO63528,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63528,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO63528,AWC Logo Cap,Multi,8.99,2.07
SO63529,Touring Tire,NA,28.99,18.15
SO63529,Touring Tire Tube,NA,4.99,3.12
SO63529,Patch Kit/8 Patches,NA,2.29,1.43
SO63530,Mountain Tire Tube,NA,4.99,3.12
SO63530,HL Mountain Tire,NA,35.0,21.91
SO63531,"Mountain-500 Silver, 40",Silver,564.99,256.77
SO63531,LL Mountain Tire,NA,24.99,15.64
SO63532,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO63532,Fender Set - Mountain,NA,21.98,13.76
SO63532,"Half-Finger Gloves, L",Black,24.49,15.33
SO63533,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO63533,Fender Set - Mountain,NA,21.98,13.76
SO63533,Water Bottle - 30 oz.,NA,4.99,3.12
SO63533,"Classic Vest, M",Blue,63.5,39.75
SO63533,Mountain Bottle Cage,NA,9.99,6.25
SO63534,"Touring-1000 Yellow, 50",Yellow,2384.07,902.13
SO63534,Road Bottle Cage,NA,8.99,5.63
SO63534,"Classic Vest, M",Blue,63.5,39.75
SO63534,Water Bottle - 30 oz.,NA,4.99,3.12
SO63535,"Touring-1000 Blue, 46",Blue,2384.07,902.13
SO63535,Touring Tire,NA,28.99,18.15
SO63535,Touring Tire Tube,NA,4.99,3.12
SO63536,"Road-350-W Yellow, 40",Yellow,1700.99,618.48
SO63537,"Road-350-W Yellow, 40",Yellow,1700.99,618.48
SO63537,Road Tire Tube,NA,3.99,2.5
SO63537,ML Road Tire,NA,24.99,15.64
SO63537,"Short-Sleeve Classic Jersey, M",Yellow,53.99,12.42
SO63537,"Half-Finger Gloves, S",Black,24.49,15.33
SO63538,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO63538,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63539,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO63539,Patch Kit/8 Patches,NA,2.29,1.43
SO63540,"Touring-1000 Yellow, 50",Yellow,2384.07,902.13
SO63540,AWC Logo Cap,Multi,8.99,2.07
SO63541,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO63542,"Road-750 Black, 44",Black,539.99,196.34
SO63542,LL Road Tire,NA,21.49,13.45
SO63543,"Road-750 Black, 52",Black,539.99,196.34
SO63543,Water Bottle - 30 oz.,NA,4.99,3.12
SO63543,Road Bottle Cage,NA,8.99,5.63
SO63543,Hydration Pack - 70 oz.,Silver,54.99,34.42
SO63544,"Road-350-W Yellow, 48",Yellow,1700.99,618.48
SO63545,"Road-550-W Yellow, 48",Yellow,1120.49,407.41
SO63545,Road Bottle Cage,NA,8.99,5.63
SO63545,Water Bottle - 30 oz.,NA,4.99,3.12
SO63546,"Touring-1000 Blue, 50",Blue,2384.07,902.13
SO63546,Road Bottle Cage,NA,8.99,5.63
SO63546,Water Bottle - 30 oz.,NA,4.99,3.12
SO63546,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63547,"Touring-1000 Blue, 46",Blue,2384.07,902.13
SO63547,Touring Tire,NA,28.99,18.15
SO63547,Touring Tire Tube,NA,4.99,3.12
SO63548,"Touring-2000 Blue, 60",Blue,1214.85,459.7
SO63548,Touring Tire,NA,28.99,18.15
SO63548,Touring Tire Tube,NA,4.99,3.12
SO63548,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63549,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO63549,Touring Tire,NA,28.99,18.15
SO63550,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO63550,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63551,Road Tire Tube,NA,3.99,2.5
SO63551,"Half-Finger Gloves, L",Black,24.49,15.33
SO63552,Road Tire Tube,NA,3.99,2.5
SO63552,ML Road Tire,NA,24.99,15.64
SO63552,Patch Kit/8 Patches,NA,2.29,1.43
SO63553,LL Mountain Tire,NA,24.99,15.64
SO63554,ML Mountain Tire,NA,29.99,18.77
SO63554,Mountain Tire Tube,NA,4.99,3.12
SO63554,Patch Kit/8 Patches,NA,2.29,1.43
SO63555,AWC Logo Cap,Multi,8.99,2.07
SO63556,"Road-350-W Yellow, 42",Yellow,1700.99,618.48
SO63556,ML Road Tire,NA,24.99,15.64
SO63557,"Road-350-W Yellow, 42",Yellow,1700.99,618.48
SO63557,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63558,"Mountain-500 Silver, 42",Silver,564.99,256.77
SO63558,Mountain Tire Tube,NA,4.99,3.12
SO63558,LL Mountain Tire,NA,24.99,15.64
SO63558,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63559,"Road-350-W Yellow, 48",Yellow,1700.99,618.48
SO63559,ML Road Tire,NA,24.99,15.64
SO63559,Road Tire Tube,NA,3.99,2.5
SO63559,Patch Kit/8 Patches,NA,2.29,1.43
SO63560,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO63561,"Mountain-200 Silver, 46",Silver,2319.99,1054.37
SO63561,Fender Set - Mountain,NA,21.98,13.76
SO63561,AWC Logo Cap,Multi,8.99,2.07
SO63561,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63562,"Mountain-200 Silver, 38",Silver,2319.99,1054.37
SO63562,Mountain Tire Tube,NA,4.99,3.12
SO63562,HL Mountain Tire,NA,35.0,21.91
SO63562,Patch Kit/8 Patches,NA,2.29,1.43
SO63563,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63564,"Short-Sleeve Classic Jersey, XL",Yellow,53.99,12.42
SO63565,"Half-Finger Gloves, L",Black,24.49,15.33
SO63565,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO63566,LL Road Tire,NA,21.49,13.45
SO63566,Patch Kit/8 Patches,NA,2.29,1.43
SO63567,Road Tire Tube,NA,3.99,2.5
SO63567,HL Road Tire,NA,32.6,20.41
SO63567,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO63568,LL Mountain Tire,NA,24.99,15.64
SO63568,"Half-Finger Gloves, S",Black,24.49,15.33
SO63569,LL Mountain Tire,NA,24.99,15.64
SO63569,Mountain Tire Tube,NA,4.99,3.12
SO63569,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63569,"Racing Socks, M",White,8.99,5.63
SO63570,ML Mountain Tire,NA,29.99,18.77
SO63571,Mountain Tire Tube,NA,4.99,3.12
SO63571,ML Mountain Tire,NA,29.99,18.77
SO63571,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63572,ML Mountain Tire,NA,29.99,18.77
SO63572,"Classic Vest, L",Blue,63.5,39.75
SO63573,Mountain Bottle Cage,NA,9.99,6.25
SO63573,Water Bottle - 30 oz.,NA,4.99,3.12
SO63573,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63574,Mountain Bottle Cage,NA,9.99,6.25
SO63574,Water Bottle - 30 oz.,NA,4.99,3.12
SO63574,Bike Wash - Dissolver,NA,7.95,4.98
SO63574,AWC Logo Cap,Multi,8.99,2.07
SO63575,Water Bottle - 30 oz.,NA,4.99,3.12
SO63575,Mountain Bottle Cage,NA,9.99,6.25
SO63575,AWC Logo Cap,Multi,8.99,2.07
SO63576,Water Bottle - 30 oz.,NA,4.99,3.12
SO63576,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63577,Mountain Tire Tube,NA,4.99,3.12
SO63577,Fender Set - Mountain,NA,21.98,13.76
SO63577,Mountain Bottle Cage,NA,9.99,6.25
SO63577,Water Bottle - 30 oz.,NA,4.99,3.12
SO63577,Bike Wash - Dissolver,NA,7.95,4.98
SO63578,Mountain Tire Tube,NA,4.99,3.12
SO63578,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63578,"Classic Vest, S",Blue,63.5,39.75
SO63579,Mountain Tire Tube,NA,4.99,3.12
SO63579,Bike Wash - Dissolver,NA,7.95,4.98
SO63580,Mountain Tire Tube,NA,4.99,3.12
SO63580,"Half-Finger Gloves, M",Black,24.49,15.33
SO63580,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63581,Fender Set - Mountain,NA,21.98,13.76
SO63582,Fender Set - Mountain,NA,21.98,13.76
SO63583,Touring Tire,NA,28.99,18.15
SO63583,Touring Tire Tube,NA,4.99,3.12
SO63584,Touring Tire,NA,28.99,18.15
SO63584,Touring Tire Tube,NA,4.99,3.12
SO63585,Touring Tire Tube,NA,4.99,3.12
SO63586,Touring Tire,NA,28.99,18.15
SO63587,Touring Tire Tube,NA,4.99,3.12
SO63588,HL Mountain Tire,NA,35.0,21.91
SO63588,Mountain Tire Tube,NA,4.99,3.12
SO63588,"Sport-100 Helmet, Black",Black,34.99,21.9
SO63589,Fender Set - Mountain,NA,21.98,13.76
SO63589,"Classic Vest, S",Blue,63.5,39.75
SO63590,Fender Set - Mountain,NA,21.98,13.76
SO63590,Mountain Bottle Cage,NA,9.99,6.25
SO63591,Fender Set - Mountain,NA,21.98,13.76
SO63591,"Short-Sleeve Classic Jersey, S",Yellow,53.99,12.42
SO63592,Fender Set - Mountain,NA,21.98,13.76
SO63592,"Long-Sleeve Logo Jersey, M",Multi,49.99,11.5
SO63592,"Half-Finger Gloves, S",Black,24.49,15.33
SO63593,AWC Logo Cap,Multi,8.99,2.07
SO63594,Water Bottle - 30 oz.,NA,4.99,3.12
SO63594,Road Bottle Cage,NA,8.99,5.63
SO63594,"Half-Finger Gloves, L",Black,24.49,15.33
SO63595,AWC Logo Cap,Multi,8.99,2.07
SO63596,"Mountain-400-W Silver, 38",Silver,769.49,349.71
SO63597,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO63597,HL Mountain Tire,NA,35.0,21.91
SO63597,Patch Kit/8 Patches,NA,2.29,1.43
SO63598,"Mountain-200 Black, 46",Black,2294.99,1043.01
SO63598,Fender Set - Mountain,NA,21.98,13.76
SO63598,"Sport-100 Helmet, Red",Red,34.99,21.9
SO63598,"Half-Finger Gloves, S",Black,24.49,15.33
SO63599,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO63599,Fender Set - Mountain,NA,21.98,13.76
SO63599,Mountain Bottle Cage,NA,9.99,6.25
SO63599,Water Bottle - 30 oz.,NA,4.99,3.12
SO63600,"Touring-3000 Yellow, 58",Yellow,742.35,280.91
SO63600,Road Bottle Cage,NA,8.99,5.63
SO63600,Water Bottle - 30 oz.,NA,4.99,3.12
SO63600,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63600,"Long-Sleeve Logo Jersey, XL",Multi,49.99,11.5
SO63601,"Touring-1000 Blue, 54",Blue,2384.07,902.13
SO63601,Road Bottle Cage,NA,8.99,5.63
SO63602,"Road-250 Black, 48",Black,2443.35,888.4
SO63603,"Mountain-500 Black, 48",Black,539.99,245.41
SO63603,Mountain Tire Tube,NA,4.99,3.12
SO63603,LL Mountain Tire,NA,24.99,15.64
SO63604,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO63605,"Mountain-200 Black, 42",Black,2294.99,1043.01
SO63605,Mountain Bottle Cage,NA,9.99,6.25
SO63605,Water Bottle - 30 oz.,NA,4.99,3.12
SO63605,AWC Logo Cap,Multi,8.99,2.07
SO63605,"Long-Sleeve Logo Jersey, S",Multi,49.99,11.5
SO63606,"Mountain-200 Silver, 42",Silver,2319.99,1054.37
SO63606,"Sport-100 Helmet, Blue",Blue,34.99,21.9
SO63607,"Touring-1000 Yellow, 46",Yellow,2384.07,902.13
SO63607,Touring Tire,NA,28.99,18.15
SO63607,Touring Tire Tube,NA,4.99,3.12
SO63607,Patch Kit/8 Patches,NA,2.29,1.43
